3619357,Thomson Reuters Eikon,Phone,2015/2/12 10:43,2015/2/13 10:42,Europe,United Kingdom,Service Cloud Case (Read Only)
3625352,-,-,2015/2/13 16:45,2015/2/13 16:45,Americas,United States,Siebel Service Request
3635266,-,-,2015/2/16 1:19,2015/2/16 1:19,Americas,Canada,Siebel Service Request
3635332,-,-,2015/2/16 1:20,2015/2/16 1:20,Americas,Canada,Siebel Service Request
3603269,The asset management variant of Thomson Reuters Eikon,Chat,2015/2/5 11:21,2015/2/17 16:55,Americas,United States,Service Cloud Case (Read Only)
3614157,Thomson Reuters Eikon,Phone,2015/2/10 15:34,2015/2/20 8:18,Americas,United States,Service Cloud Case (Read Only)
3622400,The asset management variant of Thomson Reuters Eikon,Phone,2015/2/13 11:57,2015/2/26 17:31,Americas,United States,Service Cloud Case (Read Only)
????Case Owner: Alex Xu (20 records),,,,,,,
,,,,,,,
3591688,Thomson Reuters Eikon with Datastream for Office,Phone,2015/2/1 21:47,2015/2/4 21:23,Asia,Taiwan,Service Cloud Case (Read Only)
3566984,Thomson Reuters Eikon,Phone,2015/1/22 4:25,2015/2/4 21:48,Asia,China,Service Cloud Case (Read Only)
3307676,Thomson Reuters Eikon,Phone,2014/9/29 1:09,2015/2/4 22:34,Asia,Taiwan,Service Cloud Case (Read Only)
3591957,Thomson Reuters Eikon,Phone,2015/2/2 0:59,2015/2/5 2:24,Asia,Hong Kong,Service Cloud Case (Read Only)
3595574,Thomson Reuters Eikon,Phone,2015/2/3 4:02,2015/2/5 3:26,Asia,China,Service Cloud Case (Read Only)
3592202,Thomson Reuters Eikon,Phone,2015/2/2 2:51,2015/2/5 3:27,Asia,Hong Kong,Service Cloud Case (Read Only)
3598680,Thomson Reuters Eikon,Phone,2015/2/4 3:15,2015/2/6 1:46,Asia,Hong Kong,Service Cloud Case (Read Only)
3604555,Thomson Reuters Eikon for Commodities,Phone,2015/2/5 22:40,2015/2/6 2:39,Asia,China,Service Cloud Case (Read Only)
3604506,Thomson Reuters Eikon,Phone,2015/2/5 21:59,2015/2/6 3:03,Asia,Taiwan,Service Cloud Case (Read Only)
3572311,Thomson Reuters Eikon,Phone,2015/1/25 20:07,2015/2/9 21:08,Asia,Hong Kong,Service Cloud Case (Read Only)
3612163,Thomson Reuters Eikon,Phone,2015/2/10 2:27,2015/2/10 20:55,Asia,China,Service Cloud Case (Read Only)
3569819,Thomson Reuters Eikon,Phone,2015/1/23 3:00,2015/2/11 20:57,Asia,Hong Kong,Service Cloud Case (Read Only)
3569922,Thomson Reuters Eikon,Phone,2015/1/23 3:48,2015/2/11 21:14,Asia,China,Service Cloud Case (Read Only)
3541832,Thomson Reuters Messenger,Phone,2015/1/11 22:52,2015/2/12 3:53,Asia,Hong Kong,Service Cloud Case (Read Only)
3631342,Thomson Reuters Eikon,Phone,2015/2/15 21:15,2015/2/16 21:32,Asia,China,Service Cloud Case (Read Only)
3641648,Thomson Reuters Eikon for Wealth Management,Contact Us,2015/2/17 7:00,2015/2/25 1:27,Asia,Hong Kong,Service Cloud Case (Read Only)
2904653,-,-,2014/5/7 2:11,2015/2/26 21:10,Americas,United States,Siebel Service Request
3666446,Thomson Reuters Eikon,Phone,2015/2/26 20:42,2015/2/27 2:01,Asia,China,Service Cloud Case (Read Only)
3640771,Thomson Reuters Eikon,Phone,2015/2/16 21:43,2015/2/27 2:15,Asia,China,Service Cloud Case (Read Only)
3617478,Thomson Reuters Messenger,Chat,2015/2/11 20:34,2015/2/27 2:23,Asia,Hong Kong,Service Cloud Case (Read Only)
????Case Owner: Changchen Li (16 records),,,,,,,
,,,,,,,
3492359,Thomson Reuters Eikon,Email,2014/12/15 20:59,2015/2/1 20:12,Asia,Hong Kong,Service Cloud Case (Read Only)
3591604,Thomson Reuters Eikon,Phone,2015/2/1 20:57,2015/2/2 1:39,Asia,Taiwan,Service Cloud Case (Read Only)
3577540,Thomson Reuters Eikon for Commodities,Phone,2015/1/27 3:05,2015/2/2 1:39,Asia,Singapore,Service Cloud Case (Read Only)
3453108,Thomson Reuters Eikon,Phone,2014/11/27 4:30,2015/2/4 1:47,Asia,China,Service Cloud Case (Read Only)
3536449,Thomson Reuters Eikon,Phone,2015/1/8 18:49,2015/2/4 1:50,Asia,China,Service Cloud Case (Read Only)
3536432,Thomson Reuters Eikon,Phone,2015/1/8 18:33,2015/2/4 1:51,Asia,China,Service Cloud Case (Read Only)
3604532,Thomson Reuters Eikon,Phone,2015/2/5 22:22,2015/2/9 21:50,Asia,China,Service Cloud Case (Read Only)
3609234,Thomson Reuters Eikon,Phone,2015/2/9 4:19,2015/2/9 22:54,Asia,China,Service Cloud Case (Read Only)
3560839,Thomson Reuters Eikon,Phone,2015/1/20 4:07,2015/2/11 21:32,Asia,China,Service Cloud Case (Read Only)
3614844,Thomson Reuters Eikon,Phone,2015/2/11 1:03,2015/2/12 1:48,Asia,Australia,Service Cloud Case (Read Only)
3577256,Thomson Reuters Eikon,Phone,2015/1/27 2:26,2015/2/12 2:09,Europe,United Kingdom,Service Cloud Case (Read Only)
3492745,Thomson Reuters Eikon,Chat,2014/12/16 1:54,2015/2/12 2:30,Asia,Singapore,Service Cloud Case (Read Only)
3601160,Thomson Reuters Eikon,Phone,2015/2/4 20:27,2015/2/12 3:49,Asia,Singapore,Service Cloud Case (Read Only)
3617595,Thomson Reuters Eikon,Phone,2015/2/11 21:54,2015/2/14 20:34,Asia,China,Service Cloud Case (Read Only)
3548360,Thomson Reuters Eikon,Phone,2015/1/14 1:47,2015/2/14 21:12,Asia,China,Service Cloud Case (Read Only)
3630311,Thomson Reuters Eikon,Phone,2015/2/14 20:29,2015/2/15 1:26,Asia,China,Service Cloud Case (Read Only)
????Case Owner: Dominik Hoga (10 records),,,,,,,
,,,,,,,
3286343,Thomson Reuters Eikon,Contact Us,2014/9/19 5:59,2015/2/3 7:29,Europe,United Kingdom,Service Cloud Case (Read Only)
3531293,Thomson Reuters Eikon,Phone,2015/1/7 4:27,2015/2/3 8:24,Europe,United Kingdom,Service Cloud Case (Read Only)
3438381,Thomson Reuters Eikon,Contact Us,2014/11/20 4:18,2015/2/9 4:47,Europe,United Kingdom,Service Cloud Case (Read Only)
2748272,-,-,2014/3/20 20:06,2015/2/16 5:21,Europe,United Kingdom,Siebel Service Request
3574401,Thomson Reuters Eikon,Contact Us,2015/1/26 4:36,2015/2/18 6:50,Europe,United Kingdom,Service Cloud Case (Read Only)
3575417,Thomson Reuters Eikon,Phone,2015/1/26 10:45,2015/2/24 8:11,Europe,Egypt,Service Cloud Case (Read Only)
3646673,Thomson Reuters Eikon for Wealth Management,Phone,2015/2/19 5:47,2015/2/25 8:42,Europe,Greece,Service Cloud Case (Read Only)
3621447,Thomson Reuters Eikon,Contact Us,2015/2/13 5:17,2015/2/27 4:08,Americas,United States,Service Cloud Case (Read Only)
3612948,Thomson Reuters Eikon,Contact Us,2015/2/10 8:06,2015/2/27 5:22,Europe,United Kingdom,Service Cloud Case (Read Only)
3567909,Thomson Reuters Eikon,Contact Us,2015/1/22 10:04,2015/2/27 8:22,Europe,Belgium,Service Cloud Case (Read Only)
????Case Owner: Fei Yin (11 records),,,,,,,
,,,,,,,
3580082,Thomson Reuters Messenger,Contact Us,2015/1/27 22:07,2015/2/11 3:04,Asia,Malaysia,Service Cloud Case (Read Only)
3608353,Thomson Reuters Eikon,Phone,2015/2/8 19:45,2015/2/11 22:54,Asia,Japan,Service Cloud Case (Read Only)
3620757,Thomson Reuters Messenger,Phone,2015/2/12 22:22,2015/2/15 23:29,Asia,China,Service Cloud Case (Read Only)
3615674,Thomson Reuters Eikon,Contact Us,2015/2/11 7:15,2015/2/15 23:36,Asia,Indonesia,Service Cloud Case (Read Only)
3614638,Thomson Reuters Eikon,Phone,2015/2/10 21:40,2015/2/24 19:16,Asia,Taiwan,Service Cloud Case (Read Only)
3636669,Thomson Reuters Eikon,Phone,2015/2/16 3:31,2015/2/25 2:13,Asia,Indonesia,Service Cloud Case (Read Only)
3618244,Thomson Reuters Eikon,Phone,2015/2/12 4:10,2015/2/25 2:31,Asia,Taiwan,Service Cloud Case (Read Only)
3660380,Thomson Reuters Eikon,Chat,2015/2/24 19:20,2015/2/25 2:46,Asia,China,Service Cloud Case (Read Only)
3660536,Thomson Reuters Eikon,Phone,2015/2/24 21:04,2015/2/25 2:54,Asia,China,Enquiry (Read Only)
3633416,Thomson Reuters Eikon,Contact Us,2015/2/16 0:22,2015/2/26 3:40,Asia,Philippines,Service Cloud Case (Read Only)
3664134,Thomson Reuters Eikon,Phone,2015/2/26 3:33,2015/2/26 4:03,Asia,Philippines,Service Cloud Case (Read Only)
????Case Owner: Kacper Piernicki (20 records),,,,,,,
,,,,,,,
3545689,Thomson Reuters Eikon,Phone,2015/1/13 4:52,2015/2/2 7:12,Europe,Netherlands,Service Cloud Case (Read Only)
3357366,Thomson Reuters Eikon,Phone,2014/10/20 8:58,2015/2/4 3:49,Europe,United Kingdom,Service Cloud Case (Read Only)
3567380,Thomson Reuters Eikon,Phone,2015/1/22 6:58,2015/2/4 3:58,Europe,United Kingdom,Service Cloud Case (Read Only)
3567933,Thomson Reuters Eikon for Wealth Management,Phone,2015/1/22 10:09,2015/2/4 4:02,Europe,Switzerland,Service Cloud Case (Read Only)
3542261,Thomson Reuters Eikon,Contact Us,2015/1/12 3:34,2015/2/5 6:12,Europe,Germany,Service Cloud Case (Read Only)
3382733,Thomson Reuters Eikon,Contact Us,2014/10/30 10:02,2015/2/6 5:26,Europe,United Kingdom,Service Cloud Case (Read Only)
3520163,Thomson Reuters Eikon,Contact Us,2014/12/30 12:09,2015/2/9 7:00,Europe,United Kingdom,Service Cloud Case (Read Only)
3421494,Thomson Reuters Eikon for Wealth Management,Contact Us,2014/11/12 15:53,2015/2/9 7:36,Europe,Netherlands,Service Cloud Case (Read Only)
3377125,Thomson Reuters Eikon for Wealth Management,Contact Us,2014/10/28 10:58,2015/2/9 9:36,Europe,Switzerland,Service Cloud Case (Read Only)
3503360,Thomson Reuters Eikon,Phone,2014/12/18 13:14,2015/2/10 7:57,Europe,Sweden,Service Cloud Case (Read Only)
3629459,-,-,2015/2/13 19:09,2015/2/13 19:09,Europe,United Kingdom,Siebel Service Request
3635704,-,-,2015/2/16 1:20,2015/2/16 1:20,Americas,United States,Siebel Service Request
3638778,-,-,2015/2/16 7:02,2015/2/16 7:02,Asia,India,Siebel Service Request
3578860,Thomson Reuters Eikon,Contact Us,2015/1/27 10:50,2015/2/18 8:05,Europe,Netherlands,Service Cloud Case (Read Only)
3602581,Thomson Reuters Eikon,Phone,2015/2/5 8:16,2015/2/18 8:51,Europe,United Kingdom,Service Cloud Case (Read Only)
3401409,Thomson Reuters Eikon,Contact Us,2014/11/6 4:31,2015/2/19 10:50,Europe,United Kingdom,Service Cloud Case (Read Only)
3646606,Thomson Reuters Eikon for Wealth Management,Phone,2015/2/19 5:23,2015/2/24 4:53,Europe,Switzerland,Service Cloud Case (Read Only)
3646692,Thomson Reuters Eikon,Contact Us,2015/2/19 5:53,2015/2/26 3:10,Europe,Germany,Service Cloud Case (Read Only)
3467771,Thomson Reuters Eikon for Commodities,Phone,2014/12/4 4:29,2015/2/26 5:02,Europe,Netherlands,Service Cloud Case (Read Only)
3402147,Thomson Reuters Eikon for Wealth Management,Contact Us,2014/11/6 9:42,2015/2/26 6:57,Europe,Belgium,Service Cloud Case (Read Only)
????Case Owner: Kathy See (22 records),,,,,,,
,,,,,,,
3601238,Thomson Reuters Eikon,Phone,2015/2/4 21:15,2015/2/5 1:29,Asia,Hong Kong,Service Cloud Case (Read Only)
3601291,Thomson Reuters Eikon for Wealth Management,Phone,2015/2/4 21:58,2015/2/5 1:33,Asia,Hong Kong,Service Cloud Case (Read Only)
3601602,Thomson Reuters Eikon,Email,2015/2/5 1:44,2015/2/5 22:46,Asia,Hong Kong,Service Cloud Case (Read Only)
3594744,Thomson Reuters Eikon,Phone,2015/2/2 20:15,2015/2/5 22:49,Asia,Hong Kong,Service Cloud Case (Read Only)
3262443,Thomson Reuters Eikon,Phone,2014/9/9 21:42,2015/2/8 22:11,Asia,Hong Kong,Service Cloud Case (Read Only)
3608556,Thomson Reuters Eikon,Phone,2015/2/8 22:23,2015/2/9 4:37,Asia,Hong Kong,Service Cloud Case (Read Only)
3611758,Thomson Reuters Eikon,Phone,2015/2/9 21:42,2015/2/9 21:51,Asia,Hong Kong,Service Cloud Case (Read Only)
3612346,Thomson Reuters Eikon,Phone,2015/2/10 3:40,2015/2/10 6:08,Asia,Hong Kong,Service Cloud Case (Read Only)
3604497,Thomson Reuters Eikon,Phone,2015/2/5 21:54,2015/2/10 6:18,Asia,Hong Kong,Service Cloud Case (Read Only)
3409152,Thomson Reuters Eikon,Phone,2014/11/10 4:04,2015/2/10 21:59,Asia,China,Enhancement Request (Read Only)
3574055,Thomson Reuters Eikon,Phone,2015/1/26 2:43,2015/2/10 23:08,Asia,Hong Kong,Service Cloud Case (Read Only)
3612683,Thomson Reuters Messenger,Chat,2015/2/10 5:52,2015/2/11 2:46,Asia,Hong Kong,Service Cloud Case (Read Only)
3601441,Thomson Reuters Eikon,Phone,2015/2/4 23:50,2015/2/11 3:26,Asia,Hong Kong,Service Cloud Case (Read Only)
3618277,Thomson Reuters Eikon,Phone,2015/2/12 4:18,2015/2/17 1:33,Asia,Hong Kong,Service Cloud Case (Read Only)
3617619,Thomson Reuters Eikon,Phone,2015/2/11 22:12,2015/2/17 1:34,Asia,Hong Kong,Service Cloud Case (Read Only)
3598068,Thomson Reuters Eikon,Phone,2015/2/3 20:55,2015/2/17 1:37,Asia,Hong Kong,Service Cloud Case (Read Only)
3586167,Thomson Reuters Eikon,Phone,2015/1/30 1:05,2015/2/17 1:39,Asia,Hong Kong,Service Cloud Case (Read Only)
3580780,Thomson Reuters Eikon,Contact Us,2015/1/28 4:33,2015/2/17 2:03,Asia,Hong Kong,Enhancement Request (Read Only)
3583460,Thomson Reuters Eikon,Email,2015/1/29 2:25,2015/2/17 2:15,Asia,Hong Kong,Service Cloud Case (Read Only)
3484448,Thomson Reuters Eikon,Phone,2014/12/11 3:51,2015/2/23 21:54,Asia,Hong Kong,Enhancement Request (Read Only)
3403612,Thomson Reuters Eikon,Phone,2014/11/6 20:51,2015/2/26 21:39,Asia,Hong Kong,Service Cloud Case (Read Only)
3489588,Thomson Reuters Eikon,Phone,2014/12/14 22:19,2015/2/26 21:51,Asia,Hong Kong,Service Cloud Case (Read Only)
????Case Owner: Kelly Bowers (13 records),,,,,,,
,,,,,,,
3530147,The core variant of Thomson Reuters Eikon,Phone,2015/1/6 16:24,2015/2/6 10:49,Americas,United States,Service Cloud Case (Read Only)
3348015,Thomson Reuters Eikon,Contact Us,2014/10/16 9:17,2015/2/6 11:02,Europe,United Kingdom,Service Cloud Case (Read Only)
3587449,Thomson Reuters Eikon,Phone,2015/1/30 10:28,2015/2/10 9:08,Americas,United States,Service Cloud Case (Read Only)
3382800,Thomson Reuters Eikon,Phone,2014/10/30 10:20,2015/2/10 9:30,Americas,United States,Service Cloud Case (Read Only)
3549128,Thomson Reuters Eikon for Commodities,Phone,2015/1/14 6:24,2015/2/10 9:33,Europe,United Kingdom,Service Cloud Case (Read Only)
3482914,Thomson Reuters Eikon for North American Securities,Contact Us,2014/12/10 13:30,2015/2/12 8:53,Americas,United States,Service Cloud Case (Read Only)
3586927,Thomson Reuters Eikon,Phone,2015/1/30 7:17,2015/2/17 7:36,Americas,United States,Service Cloud Case (Read Only)
3510166,Thomson Reuters Spreadsheet Publisher-TRSP,Contact Us,2014/12/23 8:45,2015/2/17 7:45,Europe,Netherlands,Service Cloud Case (Read Only)
3257207,Thomson Reuters Eikon,Email,2014/9/8 4:04,2015/2/19 8:41,Europe,United Kingdom,Service Cloud Case (Read Only)
3466007,Thomson Reuters Eikon,Contact Us,2014/12/3 11:03,2015/2/19 14:27,Americas,United States,Service Cloud Case (Read Only)
3584418,Thomson Reuters Eikon,Phone,2015/1/29 9:03,2015/2/20 8:03,Europe,Belgium,Service Cloud Case (Read Only)
3063546,Thomson Reuters Eikon,-,2014/6/27 12:47,2015/2/20 10:37,Americas,Canada,Service Cloud Case (Read Only)
3662599,Thomson Reuters Eikon,Contact Us,2015/2/25 11:49,2015/2/27 9:09,Americas,United States,Service Cloud Case (Read Only)
????Case Owner: Kerry Lytle (18 records),,,,,,,
,,,,,,,
3529170,Thomson Reuters Eikon,Phone,2015/1/6 10:16,2015/2/3 9:38,Americas,United States,Service Cloud Case (Read Only)
3343162,Thomson Reuters Eikon with Datastream for Office,Phone,2014/10/14 17:00,2015/2/4 14:06,Americas,United States,Service Cloud Case (Read Only)
3403127,Thomson Reuters Eikon,Contact Us,2014/11/6 15:01,2015/2/4 14:10,Americas,United States,Service Cloud Case (Read Only)
3606797,Thomson Reuters Eikon,Phone,2015/2/6 15:46,2015/2/9 15:03,Americas,United States,Service Cloud Case (Read Only)
3619338,Thomson Reuters Eikon,Phone,2015/2/12 10:39,2015/2/17 12:18,Americas,United States,Service Cloud Case (Read Only)
3591231,Thomson Reuters Eikon,Phone,2015/1/31 21:29,2015/2/19 17:12,Americas,United States,Service Cloud Case (Read Only)
3502831,Thomson Reuters Eikon,Phone,2014/12/18 10:52,2015/2/20 11:14,Americas,United States,Service Cloud Case (Read Only)
3613575,Thomson Reuters Eikon,Phone,2015/2/10 11:23,2015/2/20 11:52,Americas,Canada,Service Cloud Case (Read Only)
3552807,The sell-side research variant of Thomson Reuters Eikon,Phone,2015/1/15 10:07,2015/2/20 18:01,Americas,United States,Service Cloud Case (Read Only)
3620501,Thomson Reuters Eikon for North America Fixed Income,Contact Us,2015/2/12 18:48,2015/2/25 16:59,Americas,United States,Service Cloud Case (Read Only)
3659515,Thomson Reuters Eikon,Phone,2015/2/24 11:32,2015/2/27 9:41,Americas,United States,Service Cloud Case (Read Only)
3610217,Thomson Reuters Eikon,Phone,2015/2/9 10:32,2015/2/27 9:47,Americas,United States,Service Cloud Case (Read Only)
3597714,Thomson Reuters Eikon,Phone,2015/2/3 16:53,2015/2/27 9:49,Americas,United States,Service Cloud Case (Read Only)
3436815,Thomson Reuters Spreadsheet Publisher-TRSP,Phone,2014/11/19 12:27,2015/2/27 10:00,Americas,United States,Service Cloud Case (Read Only)
3547256,Thomson Reuters Eikon,Contact Us,2015/1/13 13:48,2015/2/27 10:07,Americas,Canada,Service Cloud Case (Read Only)
3587786,Thomson Reuters Eikon,Phone,2015/1/30 12:05,2015/2/27 10:41,Americas,Canada,Service Cloud Case (Read Only)
3610833,Thomson Reuters Eikon,Phone,2015/2/9 13:27,2015/2/27 16:23,Americas,United States,Service Cloud Case (Read Only)
3643146,Thomson Reuters Eikon,Contact Us,2015/2/17 17:03,2015/2/27 16:29,Americas,United States,Service Cloud Case (Read Only)
????Case Owner: Kevin McKeon (18 records),,,,,,,
,,,,,,,
3565551,Thomson Reuters Eikon,Contact Us,2015/1/21 13:30,2015/2/3 17:34,Americas,United States,Service Cloud Case (Read Only)
3594019,Thomson Reuters Eikon,Phone,2015/2/2 13:11,2015/2/5 12:57,Americas,United States,Service Cloud Case (Read Only)
3479563,Thomson Reuters Eikon for North American Securities,Phone,2014/12/9 10:56,2015/2/6 12:12,Americas,United States,Service Cloud Case (Read Only)
3547166,Thomson Reuters Eikon,Phone,2015/1/13 13:07,2015/2/6 13:04,Americas,Canada,Service Cloud Case (Read Only)
3309875,Thomson Reuters Eikon,Phone,2014/9/29 15:31,2015/2/6 13:43,Americas,United States,Service Cloud Case (Read Only)
3539075,Thomson Reuters Eikon,Contact Us,2015/1/9 15:20,2015/2/10 12:48,Americas,United States,Service Cloud Case (Read Only)
3594230,Thomson Reuters Eikon for Commodities,Phone,2015/2/2 14:50,2015/2/11 9:06,Americas,United States,Service Cloud Case (Read Only)
3442517,Thomson Reuters Eikon,Phone,2014/11/21 14:29,2015/2/11 9:37,Americas,United States,Service Cloud Case (Read Only)
3593222,Thomson Reuters Eikon,Contact Us,2015/2/2 9:10,2015/2/13 12:48,Americas,United States,Service Cloud Case (Read Only)
3642015,Thomson Reuters Eikon,Phone,2015/2/17 9:42,2015/2/17 11:11,Europe,United Kingdom,Service Cloud Case (Read Only)
3593682,Thomson Reuters Eikon with Datastream for Office,Email,2015/2/2 11:16,2015/2/17 15:58,Americas,United States,Service Cloud Case (Read Only)
3571589,Thomson Reuters Eikon for North American Securities,Contact Us,2015/1/23 15:01,2015/2/18 13:48,Americas,United States,Service Cloud Case (Read Only)
3630422,Thomson Reuters Eikon for Commodities,Chat,2015/2/15 9:51,2015/2/18 15:28,Americas,United States,Service Cloud Case (Read Only)
3567889,Thomson Reuters Eikon,Phone,2015/1/22 9:56,2015/2/19 13:01,Americas,United States,Service Cloud Case (Read Only)
3613079,Thomson Reuters Eikon for Commodities,Chat,2015/2/10 8:51,2015/2/19 15:35,Americas,United States,Service Cloud Case (Read Only)
3657156,Thomson Reuters Eikon for Commodities,Phone,2015/2/23 15:57,2015/2/24 16:50,Americas,United States,Service Cloud Case (Read Only)
3539084,Thomson Reuters Eikon with Datastream for Office,Phone,2015/1/9 15:25,2015/2/25 10:19,Americas,United States,Service Cloud Case (Read Only)
3530266,Thomson Reuters Eikon,Phone,2015/1/6 17:32,2015/2/26 18:31,Europe,United Kingdom,Service Cloud Case (Read Only)
????Case Owner: Kevin Zhou (15 records),,,,,,,
,,,,,,,
3598220,Thomson Reuters Eikon,Contact Us,2015/2/3 22:30,2015/2/5 2:31,Asia,China,Service Cloud Case (Read Only)
3604563,Thomson Reuters Eikon,Phone,2015/2/5 22:46,2015/2/6 2:21,Asia,China,Service Cloud Case (Read Only)
3608727,Thomson Reuters Eikon,Phone,2015/2/9 0:37,2015/2/9 2:02,Asia,China,Service Cloud Case (Read Only)
3492324,Thomson Reuters Eikon,Phone,2014/12/15 20:27,2015/2/9 3:35,Asia,China,Service Cloud Case (Read Only)
3490369,Thomson Reuters Eikon,Phone,2014/12/15 4:41,2015/2/9 3:38,Asia,China,Service Cloud Case (Read Only)
3544963,Thomson Reuters Eikon,Phone,2015/1/12 22:37,2015/2/9 3:41,Asia,China,Service Cloud Case (Read Only)
3601515,Thomson Reuters Eikon,Phone,2015/2/5 0:55,2015/2/9 3:43,Asia,China,Service Cloud Case (Read Only)
3601910,Thomson Reuters Eikon,Phone,2015/2/5 3:51,2015/2/9 3:55,Asia,Taiwan,Service Cloud Case (Read Only)
3612110,Thomson Reuters Eikon,Phone,2015/2/10 2:02,2015/2/10 4:52,Asia,China,Service Cloud Case (Read Only)
3611720,Thomson Reuters Eikon,Phone,2015/2/9 21:19,2015/2/10 4:55,Asia,China,Service Cloud Case (Read Only)
3618162,Thomson Reuters Eikon,Phone,2015/2/12 3:39,2015/2/12 21:39,Asia,Taiwan,Service Cloud Case (Read Only)
3660589,Thomson Reuters Eikon,Phone,2015/2/24 21:38,2015/2/25 1:07,Asia,China,Service Cloud Case (Read Only)
3663596,Thomson Reuters Messenger,Phone,2015/2/25 21:41,2015/2/26 1:00,Asia,Hong Kong,Service Cloud Case (Read Only)
3661198,Thomson Reuters Messenger,Phone,2015/2/25 3:47,2015/2/26 1:04,Asia,Hong Kong,Service Cloud Case (Read Only)
3666477,Thomson Reuters Eikon,Phone,2015/2/26 21:01,2015/2/27 1:43,Asia,China,Service Cloud Case (Read Only)
????Case Owner: Michal Dziubich (14 records),,,,,,,
,,,,,,,
3570872,Thomson Reuters Eikon,Contact Us,2015/1/23 10:22,2015/2/2 5:16,Europe,Greece,Service Cloud Case (Read Only)
3475869,Thomson Reuters Eikon,Contact Us,2014/12/8 6:54,2015/2/2 8:48,Europe,Netherlands,Service Cloud Case (Read Only)
3498590,Thomson Reuters Eikon,Phone,2014/12/17 2:15,2015/2/2 9:20,Europe,Germany,Service Cloud Case (Read Only)
3578690,Thomson Reuters Eikon,Phone,2015/1/27 10:04,2015/2/3 7:59,Europe,Luxembourg,Service Cloud Case (Read Only)
3560764,Thomson Reuters Eikon,Phone,2015/1/20 3:41,2015/2/4 6:12,Europe,Germany,Service Cloud Case (Read Only)
3558698,Thomson Reuters Eikon,Phone,2015/1/19 5:46,2015/2/5 6:11,Europe,United Kingdom,Service Cloud Case (Read Only)
3592144,Thomson Reuters Eikon,Phone,2015/2/2 2:25,2015/2/5 8:34,Europe,United Kingdom,Service Cloud Case (Read Only)
3612531,Thomson Reuters Eikon,Phone,2015/2/10 4:54,2015/2/13 9:17,Europe,Belgium,Service Cloud Case (Read Only)
3417473,Thomson Reuters Eikon for United Kingdom and Ireland Securities,Contact Us,2014/11/11 8:36,2015/2/16 4:09,Europe,United Kingdom,Enhancement Request (Read Only)
3549294,Thomson Reuters Eikon for Wealth Management,Phone,2015/1/14 7:58,2015/2/16 4:43,Europe,Switzerland,Service Cloud Case (Read Only)
3598605,Thomson Reuters Eikon,Contact Us,2015/2/4 2:41,2015/2/26 4:59,Europe,Austria,Service Cloud Case (Read Only)
3577664,Thomson Reuters Eikon for Commodities,Contact Us,2015/1/27 3:41,2015/2/26 7:21,Europe,Netherlands,Service Cloud Case (Read Only)
3621105,Thomson Reuters Eikon,Contact Us,2015/2/13 3:06,2015/2/27 4:13,Europe,Netherlands,Service Cloud Case (Read Only)
3525765,Thomson Reuters Eikon with Datastream for Office,Phone,2015/1/5 8:05,2015/2/27 5:30,Europe,United Kingdom,Service Cloud Case (Read Only)
????Case Owner: Mingming Wei (26 records),,,,,,,
,,,,,,,
3376058,Thomson Reuters Eikon,Phone,2014/10/28 4:54,2015/2/1 22:35,Asia,Taiwan,Service Cloud Case (Read Only)
3545706,Thomson Reuters Eikon with Datastream for Office,Phone,2015/1/13 4:57,2015/2/2 1:45,Asia,China,Service Cloud Case (Read Only)
